city,name,room_type,price,minimum_nights,num_reviews,house_rules,maximum_occupancy
Ithaca,Private furnished studio apartment,Entire home/apt,243.0,30.0,3.0,No pets,3
Fort Smith,Sun windsor terrace 3br with deck,Entire home/apt,339.0,5.0,2.0,No pets,3
Lansing,The apartment @ 1393,Entire home/apt,1063.0,1.0,3.0,No visitors,3
Barrow,"@ferry, private cozy room, renovated&stylish.",Private room,900.0,4.0,4.0,No smoking & No children under 10 & No parties,1
Traverse City,Sun and spacious room in central neighborhood,Private room,895.0,3.0,4.0,No pets,2
Sault Ste. Marie,Cozy apartment in upper city!,Private room,622.0,2.0,1.0,No pets,2
Denver,Neighborhood cozy nights,Entire home/apt,457.0,4.0,4.0,No visitors,3
Great Falls,"3rd fl, private suite w own bath & study area",Entire home/apt,913.0,3.0,1.0,No children under 10,7
Panama City,Home away from home,Private room,1049.0,1.0,5.0,No parties,1
Mosinee,"Modern, sun duplex penthouse  w/ balco",Entire home/apt,1059.0,3.0,5.0,No smoking,2
Wichita Falls,City home,Private room,1149.0,1.0,2.0,No pets,1
Cedar Rapids,Delightful city studio,Entire home/apt,1077.0,31.0,1.0,No smoking,3
Riverton,Large 2 bed 2 bath close to park,Entire home/apt,672.0,31.0,3.0,No children under 10,3
Alamosa,"Modern, comfortable and clean neighborhood apartment",Private room,1182.0,2.0,4.0,No visitors & No parties & No pets,1
Traverse City,"Private room in little italy/chinatown, city",Private room,924.0,1.0,2.0,No children under 10,2
Jackson,"Brownstone sanctuary, a private studio apartment",Private room,552.0,1.0,4.0,No parties & No smoking & No children under 10,2
Nashville,City heights gem,Entire home/apt,993.0,2.0,5.0,No pets,6
Allentown,1 bedroom in a shared space with  ac & garden.,Private room,705.0,1.0,4.0,No pets & No children under 10 & No smoking,1
Eugene,Basement private room w/ac near laguardia airport,Private room,634.0,1.0,3.0,No parties & No visitors,2
Lawton,Cozy private room,Private room,69.0,2.0,4.0,No parties,2
Garden City,Bright essential cozy private room,Private room,753.0,1.0,3.0,No children under 10 & No visitors,2
King Salmon,Modern studio apartment near transportation,Entire home/apt,608.0,2.0,2.0,No pets & No visitors,4
Salina,"Bright, beautiful duplex apartment in neighborhood",Private room,1102.0,4.0,3.0,No children under 10,1
Bloomington,Sweet spot in city city!,Entire home/apt,1085.0,2.0,4.0,No pets & No visitors,7
Raleigh,Modern 1br in downtown city,Entire home/apt,522.0,1.0,4.0,No visitors,2
San Diego,"Luxury 4br home, spacious & central to trains",Entire home/apt,392.0,3.0,5.0,No parties,3
Jackson,Lavish 1br apt. near madison square park!,Entire home/apt,376.0,30.0,1.0,No pets & No smoking,2
Amarillo,Sun 2 beds - near 3 metros in neighborhood,Private room,445.0,2.0,3.0,No children under 10,2
Laramie,Light room with view of city skyline,Private room,435.0,3.0,3.0,No visitors & No children under 10,1
Florence,Neighborhood renovated studio,Entire home/apt,677.0,2.0,3.0,No smoking & No visitors,2
Texarkana,Large 2.5 br apt in park slope,Entire home/apt,269.0,1.0,1.0,No smoking & No visitors,3
Barrow,"Park area luxury condo, best city view",Entire home/apt,1020.0,3.0,2.0,No pets & No visitors,9
Waterloo,Room in a luxury doorman building in neighborhood,Private room,682.0,2.0,2.0,No visitors & No parties,2
Santa Ana,"City neat, nice, bright room",Private room,50.0,2.0,4.0,No parties & No children under 10,2
Charleston,2 bedroom/2 bath spacious loft in clinton hill,Entire home/apt,253.0,3.0,4.0,No smoking,2
Bloomington,Fun in the financial district,Shared room,1020.0,2.0,3.0,No visitors & No pets & No smoking,1
Rhinelander,Neighborhood 1 bedroom,Private room,1068.0,21.0,5.0,No pets,2
Dayton,"Luxurious, sun apartment overlooking park",Entire home/apt,226.0,2.0,5.0,No pets & No parties & No children under 10,2
West Yellowstone,Luxury apt close to airport airport,Entire home/apt,526.0,2.0,2.0,No parties & No children under 10 & No pets,5
Los Angeles,"Upper west side, city, ",Entire home/apt,1083.0,6.0,1.0,No parties & No visitors,10
Valdosta,Private apartment with 2 beds at union square,Entire home/apt,234.0,3.0,2.0,No visitors & No pets & No smoking,2
Green Bay,City home on the beach,Private room,429.0,31.0,4.0,No visitors & No children under 10,2
Ogdensburg,1 lovely bedroom in the heart of neighborhood city,Private room,227.0,6.0,4.0,No visitors,1
Victoria,"Spacious, modern loft in awesome neighborhood",Entire home/apt,1145.0,120.0,3.0,No children under 10,4
Daytona Beach,2000 sqf  duplex in townhouse,Entire home/apt,885.0,5.0,1.0,No children under 10,3
Cleveland,Large bright artistic apartment,Entire home/apt,677.0,2.0,2.0,No pets & No visitors,4
North Bend,Awesome cozy room in the heart of astoria!,Private room,517.0,7.0,5.0,No parties & No visitors,2
San Luis Obispo,"Experiencing tranquility in private home, room # 1",Private room,111.0,2.0,2.0,No visitors & No children under 10,1
Sheridan,Kiwi,Shared room,136.0,1.0,5.0,No pets,1
Meridian,Spacious neighborhood studio,Entire home/apt,379.0,3.0,3.0,No visitors & No parties & No children under 10,3
Bakersfield,Bright and spacious parkside apartment,Entire home/apt,1134.0,3.0,2.0,No children under 10,11
Hobbs,Xl full floor loft*3br*lower east side*superhost*,Entire home/apt,274.0,4.0,4.0,No children under 10,3
Atlanta,Fabulous sun bedroom in neighborhood,Private room,587.0,20.0,3.0,No parties,2
Pasco,Classy upper east side private bedroom,Private room,1176.0,1.0,1.0,No pets & No children under 10,1
Gainesville,Cozy cove in crown heights,Private room,546.0,7.0,3.0,No pets,1
Concord,Standard city girls room,Private room,711.0,1.0,3.0,No visitors & No parties,1
Twin Falls,B & b in city!!,Private room,203.0,2.0,3.0,No visitors & No parties & No pets,1
Honolulu,"Neighborhood 1 br, private master bath",Private room,396.0,2.0,1.0,No pets,1
Boston,Neighborhood large 2 bedroom / 2 bathroom,Entire home/apt,539.0,2.0,5.0,No pets,3
Fresno,"Gorgeous studio ""hamptons style"" in neighborhood",Entire home/apt,661.0,3.0,4.0,No visitors,4
Boston,Sunlight + space on eastern parkway,Entire home/apt,346.0,2.0,2.0,No visitors & No pets,3
Marquette,Quiet oasis. a nice break from city chaos.,Private room,1009.0,2.0,3.0,No pets & No visitors & No parties,1
West Palm Beach,Cozy city apartment,Shared room,1177.0,1.0,2.0,No visitors & No children under 10 & No parties,1
San Francisco,Gorgeous park slope studio,Entire home/apt,641.0,14.0,4.0,No smoking & No parties,5
Buffalo,Artist city heights home,Entire home/apt,1069.0,7.0,3.0,No pets,8
Mason City,Sonder | stock exchange | vibrant 2br + sofa bed,Entire home/apt,1171.0,2.0,3.0,No children under 10,2
Harrisburg,Spacious apt in heart of downtown!,Private room,377.0,1.0,3.0,No children under 10 & No parties,1
Savannah,2 bedroom in the neighborhood,Entire home/apt,964.0,8.0,5.0,No parties,4
Alamosa,Bright creative environment,Private room,963.0,2.0,4.0,No children under 10 & No parties,1
Punta Gorda,Cozy north park slope apartment,Private room,728.0,2.0,3.0,No children under 10 & No visitors & No pets,1
Mobile,Prime location close to park!,Shared room,247.0,3.0,2.0,No parties & No visitors & No children under 10,1
Fresno,Food & music dream apartment in neighborhood,Entire home/apt,291.0,4.0,3.0,No children under 10,3
Fort Wayne,Large room in new neighborhood apartment,Private room,1104.0,4.0,2.0,No pets,1
Elmira,Bedroom 7 bed b,Shared room,59.0,2.0,2.0,No visitors,1
Stockton,My premium 1 bedroom home in the upper east side,Entire home/apt,444.0,3.0,4.0,No pets,2
Fayetteville,*cozy private neighborhood home*,Entire home/apt,546.0,2.0,2.0,No children under 10 & No smoking & No visitors,5
Baton Rouge,Lovely neighborhood 1 br - quiet and comfortable,Entire home/apt,260.0,2.0,4.0,No visitors,2
Martha's Vineyard,Family-friendly 3-bedroom condo,Entire home/apt,279.0,4.0,3.0,No children under 10 & No pets & No smoking,2
Hilton Head,Rustic room in renovated neighborhood apartment,Private room,309.0,1.0,2.0,No smoking,1
Newport News,Large/modern 1 bed apt neighborhood,Entire home/apt,520.0,3.0,3.0,No visitors & No smoking,5
Flint,Gorgeous luxury place neighborhood,Entire home/apt,994.0,1.0,2.0,No pets & No smoking,6
Bloomington,Neighborhood room,Private room,95.0,5.0,5.0,No pets,2
Ithaca,Spacious sunlit 2 bed/2 bath apt in neighborhood,Entire home/apt,382.0,5.0,4.0,No smoking,3
Watertown,Spacious & cozy 1br apartment in brownstone bldg,Entire home/apt,1008.0,1.0,3.0,No smoking & No parties,4
Hancock,30+ day stay -cute small house by a beautiful deck,Entire home/apt,409.0,6.0,2.0,No smoking & No children under 10,4
Lexington,Studio in neighborhood w/ amazing view waterfront,Entire home/apt,1128.0,2.0,4.0,No visitors,5
Bozeman,Spacious studio apt 3 in prospect lefferts gardens,Entire home/apt,1060.0,5.0,4.0,No children under 10 & No parties,6
New Orleans,Gorgeous exposed-brick 2 br apt in les!,Entire home/apt,1187.0,2.0,4.0,No visitors & No children under 10,8
Oakland,Modern luxury w/views of wtc,Private room,55.0,1.0,3.0,No visitors & No children under 10,2
Champaign,Minimalistic 1 br in little italy/ china town,Entire home/apt,500.0,6.0,3.0,No parties,3
Evansville,Gramercy/kips bay 1br- the best!,Entire home/apt,524.0,3.0,1.0,No pets,4
St. Louis,Sublet in furnished master bedroom,Private room,930.0,1.0,5.0,No smoking & No parties & No pets,2
Bakersfield,Large comfortable room near penn station,Private room,189.0,1.0,4.0,No pets,2
Syracuse,"Sixth ave neighborhood, studio serviced apartment",Entire home/apt,589.0,30.0,2.0,No pets,5
Jacksonville,Sun room in cozy neighborhood apartment,Private room,897.0,3.0,4.0,No visitors,2
Petersburg,Large bedroom in 2bdr apt. in the neighborhood,Private room,607.0,3.0,2.0,No visitors & No parties,2
Flagstaff,Share;safe;cheapest;15 min to heart of city.,Shared room,551.0,1.0,2.0,No pets,1
Jacksonville,Cute studio near prospect park,Entire home/apt,256.0,1.0,3.0,No visitors,2
Rapid City,Light up room close to park,Private room,227.0,1.0,2.0,No parties,1
Cheyenne,1 bedroom apartment in city,Entire home/apt,193.0,3.0,1.0,No pets & No visitors,2
El Paso,Bedroom in large artist loft in city,Private room,1004.0,5.0,4.0,No pets & No smoking,2
Minneapolis,"Balco duplex and loft, steps from the subway",Private room,1056.0,21.0,3.0,No parties & No children under 10,1
Dallas,"1br, elevator, kitchen, doorman!",Entire home/apt,475.0,1.0,2.0,No parties,3
Providence,Fabolous 1bd apartment in upper east side city,Entire home/apt,552.0,3.0,4.0,No visitors & No parties,5
Dallas,"Luxury neighborhood duplex, private roof terrace",Entire home/apt,241.0,4.0,5.0,No visitors,3
Charlotte Amalie,30 minutes from city apartment by south beach,Entire home/apt,667.0,1.0,2.0,No pets,3
Bristol,1 bedroom in a 3 bedroom apartment,Private room,635.0,1.0,3.0,No pets,2
Jamestown,Room in modern apartment.,Private room,62.0,2.0,4.0,No smoking & No children under 10,2
Owensboro,Ac hotel city downtown-7 nights min,Private room,531.0,7.0,2.0,No smoking,1
Sioux Falls,Apartamento con cuarto privado en city,Private room,343.0,2.0,5.0,No visitors,1
Dillingham,#gorgeouslowereast2bedroomgem! #3minwalktotrain!,Entire home/apt,796.0,4.0,5.0,No children under 10 & No parties,7
Plattsburgh,Gramercy park pied à terre,Entire home/apt,246.0,2.0,4.0,No smoking,3
Aguadilla,"Eclectic, one of a kind neighborhood apartment",Entire home/apt,806.0,1.0,2.0,No children under 10 & No pets,3
Appleton,Nice bedroom in city !,Private room,932.0,4.0,5.0,No pets,1
Cheyenne,Private bedroom 8 mins-airport&the mall,Private room,158.0,1.0,1.0,No pets & No visitors,1
Elko,City room for 2 no fee,Private room,208.0,5.0,5.0,No pets & No smoking & No visitors,2
Belleville,Historic city home to make your stay special!,Entire home/apt,523.0,2.0,4.0,No visitors,3
Liberal,Charming space in lively neighborhood.,Private room,493.0,1.0,4.0,No children under 10 & No visitors & No smoking,1
Tyler,Luxury sky loft: 2 bedroom/ 2 baths on madison ave,Entire home/apt,656.0,5.0,5.0,No smoking & No parties,6
Killeen,Private bedroom in luxury home neighborhood,Private room,951.0,2.0,5.0,No parties & No visitors & No smoking,1
Martha's Vineyard,Private room amazing location neighborhood/union square,Private room,446.0,3.0,4.0,No smoking,2
Monterey,New bright neighborhood 2 bed,Entire home/apt,1080.0,2.0,3.0,No pets,3
Lansing,"Hamilton heights sun studio, city",Entire home/apt,918.0,1.0,5.0,No visitors & No children under 10,8
State College,Private room in large 2 bedroom apt,Private room,1006.0,3.0,1.0,No children under 10 & No smoking,2
Monterey,Sun bedroom in el barrio,Private room,252.0,7.0,2.0,No children under 10 & No smoking,1
Flagstaff,Doorman time sq view 2 bed 2 bath 5200,Entire home/apt,641.0,30.0,2.0,No visitors,2
Chattanooga,Affordable private spacious room in city,Private room,790.0,2.0,3.0,No parties,2
Cincinnati,❤️gorgeous townhouse apt - 2 blocks from subway,Entire home/apt,730.0,30.0,2.0,No smoking,3
Texarkana,Myrtlewash townhouse,Entire home/apt,878.0,30.0,1.0,No pets & No visitors & No smoking,3
Victoria,Cozy private room+bathroom in city!,Private room,337.0,2.0,2.0,No visitors,2
Mission,Secret garden,Entire home/apt,1173.0,3.0,4.0,No children under 10 & No pets,11
Monterey,Modern and bright studio apt in neighborhood,Entire home/apt,1135.0,2.0,5.0,No parties,10
Rhinelander,Large and sun private bedroom in astoria,Private room,363.0,10.0,4.0,No pets,1
Panama City,1bdrm deluxe wyndham neighborhood 45*great location city,Private room,477.0,3.0,4.0,No pets,1
Harlingen,"East 58th street, lux svcd 1bd apt",Entire home/apt,395.0,30.0,1.0,No children under 10 & No visitors & No parties,2
Montrose,Cozy 2bedroomapart 10min to neighborhood,Entire home/apt,947.0,3.0,1.0,No parties,9
Kansas City,Neighborhood penthouse loft w roof,Entire home/apt,141.0,3.0,5.0,No pets,3
Knoxville,Private room,Private room,922.0,1.0,4.0,No visitors,1
Gustavus,New furnished modern two-bedroom apartment,Entire home/apt,644.0,30.0,2.0,No pets,3
Kearney,Stunning brand new apartment 35m to city!!!,Entire home/apt,93.0,2.0,5.0,No children under 10 & No visitors,3
Brownsville,Luxury four-bedroom/six bed apt - prime neighborhood,Entire home/apt,482.0,4.0,1.0,No pets & No children under 10 & No visitors,2
Las Vegas,Redford room 1,Private room,1018.0,1.0,1.0,No parties & No visitors,1
Pasco,Large renovated 2 bedroom apt.,Entire home/apt,183.0,3.0,4.0,No smoking,3
Wichita Falls,Cheap large room with desk 10 min to airport+ mall,Private room,1056.0,15.0,5.0,No children under 10,1
Charleston,Chic union square one bedroom,Entire home/apt,1096.0,3.0,5.0,No children under 10,3
Harrisburg,Live city! private 1 br apt - 5 min to subway,Entire home/apt,1001.0,2.0,4.0,No parties & No smoking & No children under 10,2
Aguadilla,Cozy apartment in neighborhood,Entire home/apt,496.0,2.0,4.0,No visitors & No parties,2
Aberdeen,法拉盛summer家(b)closed to airport&airport&citi field#parking,Private room,447.0,1.0,4.0,No smoking,2
Eugene,Demmy's space,Private room,197.0,2.0,3.0,No pets & No visitors,2
Prescott,Lovely apt in city! 1 block from the subway!,Entire home/apt,171.0,12.0,1.0,No pets & No parties,3
Sioux City,Large bedroom and private bathroom ..astoria!,Private room,566.0,4.0,2.0,No visitors & No pets & No smoking,1
Atlanta,"Bright, modern, clean, spacious, city home",Entire home/apt,1034.0,3.0,5.0,No children under 10,4
Fairbanks,Spacious rm in quiet area near airport & mnhtn express,Private room,1097.0,30.0,3.0,No pets & No smoking,1
Grand Rapids,2 bedrooms apartment 10 minutes from city,Entire home/apt,690.0,15.0,2.0,No children under 10 & No visitors & No smoking,5
Riverton,Small room with convenient commute,Private room,230.0,1.0,3.0,No smoking & No parties,1
Sioux City,Business travelers/2 bedrooms,Entire home/apt,273.0,5.0,2.0,No visitors,2
Marquette,West 57th street by hilton club- studio,Entire home/apt,570.0,3.0,1.0,No smoking & No pets,3
Petersburg,Gorgeous sky-lit 2br,Entire home/apt,725.0,3.0,2.0,No visitors,3
Baltimore,Sun soaked private room with all the amenities!,Private room,605.0,1.0,4.0,No smoking & No children under 10,1
Pierre,"Massive, incredible brand new neighborhood loft",Private room,646.0,30.0,5.0,No parties,1
Long Beach,Five star large one bedroom!,Entire home/apt,1170.0,1.0,1.0,No children under 10 & No pets,6
Gunnison,Full-size loft bed in neighborhood,Private room,104.0,1.0,4.0,No visitors & No pets & No parties,1
Fresno,Penthouse room in neighborhood,Private room,103.0,1.0,5.0,No visitors & No smoking & No pets,2
La Crosse,Very sun private room with bath,Private room,926.0,12.0,4.0,No pets,1
Yakima,Large 4 br neighborhood townhouse/roof garden,Entire home/apt,157.0,2.0,1.0,No pets,3
Jamestown,Private cozy room near time square,Private room,949.0,2.0,2.0,No smoking,2
Seattle,"Peaceful, cozy studio in chinatown",Entire home/apt,576.0,20.0,1.0,No pets & No children under 10 & No visitors,2
