flight_number,price,departure_time,arrival_time,actual_elapsed_time,flight_date,departure_city,arrival_city,distance
F3655444,165,07:00,09:23,2 hours 23 minutes,2022-03-17,New York,Pittsburgh,335.0
F3655445,146,07:52,09:07,1 hours 15 minutes,2022-03-18,New York,Pittsburgh,335.0
F3655460,98,09:22,10:59,1 hours 37 minutes,2022-03-14,Pittsburgh,New York,335.0
F3655461,108,09:23,10:42,1 hours 19 minutes,2022-03-15,Pittsburgh,New York,335.0
F3655462,124,09:22,10:44,1 hours 22 minutes,2022-03-16,Pittsburgh,New York,335.0
F3655463,75,11:04,12:50,1 hours 46 minutes,2022-03-17,Pittsburgh,New York,335.0
F3655464,163,09:52,11:15,1 hours 23 minutes,2022-03-18,Pittsburgh,New York,335.0
F3655479,215,22:35,00:22,1 hours 47 minutes,2022-03-06,Atlanta,South Bend,566.0
F3655480,147,21:11,23:03,1 hours 52 minutes,2022-03-07,Atlanta,South Bend,566.0
F3655481,281,21:10,23:05,1 hours 55 minutes,2022-03-08,Atlanta,South Bend,566.0
F3655587,220,12:31,14:07,1 hours 36 minutes,2022-03-10,Greer,New York,610.0
F3655588,286,11:46,13:26,1 hours 40 minutes,2022-03-11,Greer,New York,610.0
F3655589,142,11:39,13:20,1 hours 41 minutes,2022-03-13,Greer,New York,610.0
F3655590,189,12:09,14:03,1 hours 54 minutes,2022-03-14,Greer,New York,610.0
F3655613,149,09:20,11:42,2 hours 22 minutes,2022-03-10,New York,Greer,610.0
F3655614,183,08:44,10:52,2 hours 8 minutes,2022-03-11,New York,Greer,610.0
F3655615,223,08:43,10:30,1 hours 47 minutes,2022-03-14,New York,Greer,610.0
F3655637,291,20:05,22:34,2 hours 29 minutes,2022-03-10,New York,Greer,610.0
F3655638,124,20:08,22:26,2 hours 18 minutes,2022-03-11,New York,Greer,610.0
F3655639,193,09:22,11:29,2 hours 7 minutes,2022-03-13,New York,Greer,610.0
F3655640,184,20:03,22:07,2 hours 4 minutes,2022-03-14,New York,Greer,610.0
F3655665,225,17:58,19:39,1 hours 41 minutes,2022-03-10,Greer,New York,610.0
F3655666,185,19:04,20:46,1 hours 42 minutes,2022-03-11,Greer,New York,610.0
F3655667,230,18:01,20:02,2 hours 1 minutes,2022-03-13,Greer,New York,610.0
F3655668,244,17:53,19:47,1 hours 54 minutes,2022-03-14,Greer,New York,610.0
F3655692,239,14:53,16:59,2 hours 6 minutes,2022-03-10,New York,Greer,610.0
F3655693,155,16:28,18:33,2 hours 5 minutes,2022-03-11,New York,Greer,610.0
F3655694,271,14:45,16:38,1 hours 53 minutes,2022-03-14,New York,Greer,610.0
F3655752,163,19:34,21:09,2 hours 35 minutes,2022-03-24,New York,Milwaukee,738.0
F3655753,302,19:35,20:47,2 hours 12 minutes,2022-03-25,New York,Milwaukee,738.0
F3661487,61,15:32,16:48,1 hours 16 minutes,2022-03-07,New York,Boston,187.0
F3661488,44,15:29,16:41,1 hours 12 minutes,2022-03-08,New York,Boston,187.0
F3661489,80,15:18,17:02,1 hours 44 minutes,2022-03-09,New York,Boston,187.0
F3661490,55,15:26,16:31,1 hours 5 minutes,2022-03-10,New York,Boston,187.0
F3661491,37,15:26,16:35,1 hours 9 minutes,2022-03-11,New York,Boston,187.0
F3661853,62,12:57,14:03,1 hours 6 minutes,2022-03-13,Washington,New York,214.0
F3661854,93,12:48,13:50,1 hours 2 minutes,2022-03-14,Washington,New York,214.0
F3661855,88,12:54,13:56,1 hours 2 minutes,2022-03-15,Washington,New York,214.0
F3661856,44,12:53,14:40,1 hours 47 minutes,2022-03-16,Washington,New York,214.0
F3661858,103,15:08,16:13,1 hours 5 minutes,2022-03-18,Washington,New York,214.0
F3661863,67,13:17,14:38,1 hours 21 minutes,2022-03-24,Washington,New York,214.0
F3661864,68,12:53,14:00,1 hours 7 minutes,2022-03-25,Washington,New York,214.0
F3661865,45,13:23,14:45,1 hours 22 minutes,2022-03-27,Washington,New York,214.0
F3661880,72,11:10,12:18,1 hours 8 minutes,2022-03-13,New York,Washington,214.0
F3661881,48,10:58,12:03,1 hours 5 minutes,2022-03-14,New York,Washington,214.0
F3661882,73,10:56,11:57,1 hours 1 minutes,2022-03-15,New York,Washington,214.0
F3661883,76,10:55,12:12,1 hours 17 minutes,2022-03-16,New York,Washington,214.0
F3661885,92,13:18,14:30,1 hours 12 minutes,2022-03-18,New York,Washington,214.0
F3661889,103,10:57,12:08,1 hours 11 minutes,2022-03-23,New York,Washington,214.0
F3661890,45,10:58,12:51,1 hours 53 minutes,2022-03-24,New York,Washington,214.0
F3661891,96,10:56,12:08,1 hours 12 minutes,2022-03-25,New York,Washington,214.0
F3661892,64,11:31,12:45,1 hours 14 minutes,2022-03-27,New York,Washington,214.0
F3665775,59,22:00,00:58,2 hours 58 minutes,2022-03-13,Washington,New York,214.0
F3665776,71,22:00,23:23,1 hours 23 minutes,2022-03-14,Washington,New York,214.0
F3665777,64,21:53,22:51,0 hours 58 minutes,2022-03-15,Washington,New York,214.0
F3665778,80,21:54,23:00,1 hours 6 minutes,2022-03-16,Washington,New York,214.0
F3665780,89,22:18,23:24,1 hours 6 minutes,2022-03-18,Washington,New York,214.0
F3665784,86,21:55,22:53,0 hours 58 minutes,2022-03-23,Washington,New York,214.0
F3665786,85,21:51,23:05,1 hours 14 minutes,2022-03-25,Washington,New York,214.0
F3665787,65,22:38,00:02,1 hours 24 minutes,2022-03-27,Washington,New York,214.0
F3667114,61,22:33,23:59,1 hours 26 minutes,2022-03-07,New York,Boston,187.0
F3667115,92,22:26,23:30,1 hours 4 minutes,2022-03-08,New York,Boston,187.0
F3667116,67,22:27,23:38,1 hours 11 minutes,2022-03-09,New York,Boston,187.0
F3667117,51,22:24,23:36,1 hours 12 minutes,2022-03-10,New York,Boston,187.0
F3667118,38,22:26,23:36,1 hours 10 minutes,2022-03-11,New York,Boston,187.0
F3668169,42,16:26,17:38,1 hours 12 minutes,2022-03-07,Boston,New York,187.0
F3668170,39,14:23,15:34,1 hours 11 minutes,2022-03-08,Boston,New York,187.0
F3668171,80,14:26,15:41,1 hours 15 minutes,2022-03-09,Boston,New York,187.0
F3668172,92,14:22,15:27,1 hours 5 minutes,2022-03-10,Boston,New York,187.0
F3668173,48,14:27,15:43,1 hours 16 minutes,2022-03-11,Boston,New York,187.0
F3668200,91,14:40,15:42,1 hours 2 minutes,2022-03-07,New York,Boston,187.0
F3668201,62,12:23,13:28,1 hours 5 minutes,2022-03-08,New York,Boston,187.0
F3668202,85,12:23,13:39,1 hours 16 minutes,2022-03-09,New York,Boston,187.0
F3668203,46,12:25,13:24,0 hours 59 minutes,2022-03-10,New York,Boston,187.0
F3668204,75,12:24,13:34,1 hours 10 minutes,2022-03-11,New York,Boston,187.0
F3669193,280,06:39,08:53,2 hours 14 minutes,2022-03-15,Washington,Orlando,759.0
F3669194,246,06:37,08:55,2 hours 18 minutes,2022-03-16,Washington,Orlando,759.0
F3669195,339,06:41,08:57,2 hours 16 minutes,2022-03-17,Washington,Orlando,759.0
F3669537,96,14:00,15:07,1 hours 7 minutes,2022-03-13,Washington,New York,214.0
F3669538,85,13:50,15:07,1 hours 17 minutes,2022-03-14,Washington,New York,214.0
F3669539,79,14:00,15:01,1 hours 1 minutes,2022-03-15,Washington,New York,214.0
F3669540,75,13:54,15:22,1 hours 28 minutes,2022-03-16,Washington,New York,214.0
F3669541,55,17:39,20:53,3 hours 14 minutes,2022-03-17,Washington,New York,214.0
F3669542,104,15:28,16:35,1 hours 7 minutes,2022-03-18,Washington,New York,214.0
F3669543,46,14:56,15:54,0 hours 58 minutes,2022-03-19,Washington,New York,214.0
F3669547,43,13:52,15:08,1 hours 16 minutes,2022-03-23,Washington,New York,214.0
F3669548,49,14:02,15:47,1 hours 45 minutes,2022-03-24,Washington,New York,214.0
F3669549,65,13:55,15:09,1 hours 14 minutes,2022-03-25,Washington,New York,214.0
F3669550,101,15:00,16:11,1 hours 11 minutes,2022-03-26,Washington,New York,214.0
F3669551,83,13:59,15:07,1 hours 8 minutes,2022-03-27,Washington,New York,214.0
F3669568,55,12:17,13:22,1 hours 5 minutes,2022-03-13,New York,Washington,214.0
F3669569,87,11:54,12:55,1 hours 1 minutes,2022-03-14,New York,Washington,214.0
F3669570,82,11:56,13:06,1 hours 10 minutes,2022-03-15,New York,Washington,214.0
F3669571,85,11:52,13:07,1 hours 15 minutes,2022-03-16,New York,Washington,214.0
F3669572,77,13:59,15:26,1 hours 27 minutes,2022-03-17,New York,Washington,214.0
F3669573,50,13:14,14:40,1 hours 26 minutes,2022-03-18,New York,Washington,214.0
F3669574,48,12:02,13:19,1 hours 17 minutes,2022-03-19,New York,Washington,214.0
F3669578,65,11:53,13:15,1 hours 22 minutes,2022-03-23,New York,Washington,214.0
F3669579,71,12:01,13:43,1 hours 42 minutes,2022-03-24,New York,Washington,214.0
F3669580,79,12:00,13:08,1 hours 8 minutes,2022-03-25,New York,Washington,214.0
F3669581,97,11:51,13:00,1 hours 9 minutes,2022-03-26,New York,Washington,214.0
F3669582,80,12:00,13:08,1 hours 8 minutes,2022-03-27,New York,Washington,214.0
F3669673,89,09:21,10:31,1 hours 10 minutes,2022-03-07,Boston,New York,187.0
F3669674,66,09:19,10:26,1 hours 7 minutes,2022-03-08,Boston,New York,187.0
F3669675,48,09:23,10:32,1 hours 9 minutes,2022-03-09,Boston,New York,187.0
F3669676,69,09:24,10:56,1 hours 32 minutes,2022-03-10,Boston,New York,187.0
F3669677,90,09:20,10:53,1 hours 33 minutes,2022-03-11,Boston,New York,187.0
F3670048,209,08:30,11:27,1 hours 57 minutes,2022-03-24,Chicago,Atlanta,606.0
F3670049,208,08:32,11:23,1 hours 51 minutes,2022-03-25,Chicago,Atlanta,606.0
F3670050,206,08:37,11:33,1 hours 56 minutes,2022-03-26,Chicago,Atlanta,606.0
F3671010,371,15:35,18:06,2 hours 31 minutes,2022-03-15,Washington,Orlando,759.0
F3671011,276,15:01,17:59,2 hours 58 minutes,2022-03-16,Washington,Orlando,759.0
F3671012,359,15:19,18:19,3 hours 0 minutes,2022-03-17,Washington,Orlando,759.0
F3672089,100,13:36,14:39,1 hours 3 minutes,2022-03-13,Washington,New York,214.0
F3672090,70,11:55,13:08,1 hours 13 minutes,2022-03-14,Washington,New York,214.0
F3672091,93,13:08,14:35,1 hours 27 minutes,2022-03-15,Washington,New York,214.0
F3672092,55,11:58,13:08,1 hours 10 minutes,2022-03-16,Washington,New York,214.0
F3672093,102,13:12,15:13,2 hours 1 minutes,2022-03-17,Washington,New York,214.0
F3672094,73,14:21,15:35,1 hours 14 minutes,2022-03-18,Washington,New York,214.0
F3672095,96,11:39,12:45,1 hours 6 minutes,2022-03-19,Washington,New York,214.0
F3672099,70,11:51,12:50,0 hours 59 minutes,2022-03-23,Washington,New York,214.0
F3672100,55,12:12,13:12,1 hours 0 minutes,2022-03-24,Washington,New York,214.0
F3672101,98,12:00,13:32,1 hours 32 minutes,2022-03-25,Washington,New York,214.0
F3672102,46,11:24,12:27,1 hours 3 minutes,2022-03-26,Washington,New York,214.0
F3672103,62,11:54,13:04,1 hours 10 minutes,2022-03-27,Washington,New York,214.0
F3672120,99,15:15,16:23,1 hours 8 minutes,2022-03-13,New York,Washington,214.0
F3672121,77,14:02,15:13,1 hours 11 minutes,2022-03-14,New York,Washington,214.0
F3672122,91,15:15,16:18,1 hours 3 minutes,2022-03-15,New York,Washington,214.0
F3672123,48,13:54,15:12,1 hours 18 minutes,2022-03-16,New York,Washington,214.0
F3672125,80,16:10,17:30,1 hours 20 minutes,2022-03-18,New York,Washington,214.0
F3672126,64,13:28,14:40,1 hours 12 minutes,2022-03-19,New York,Washington,214.0
F3672130,49,13:53,14:58,1 hours 5 minutes,2022-03-23,New York,Washington,214.0
F3672131,85,13:55,15:16,1 hours 21 minutes,2022-03-24,New York,Washington,214.0
F3672132,54,14:19,15:19,1 hours 0 minutes,2022-03-25,New York,Washington,214.0
F3672133,61,13:26,14:31,1 hours 5 minutes,2022-03-26,New York,Washington,214.0
F3672134,44,13:54,15:14,1 hours 20 minutes,2022-03-27,New York,Washington,214.0
F3676086,293,06:50,09:15,2 hours 25 minutes,2022-03-15,Orlando,Washington,759.0
F3676087,213,06:49,08:51,2 hours 2 minutes,2022-03-16,Orlando,Washington,759.0
F3676088,251,06:47,08:52,2 hours 5 minutes,2022-03-17,Orlando,Washington,759.0
F3680786,60,17:28,18:59,1 hours 31 minutes,2022-03-07,Boston,New York,187.0
F3680787,60,17:29,19:01,1 hours 32 minutes,2022-03-08,Boston,New York,187.0
F3680788,87,17:33,19:16,1 hours 43 minutes,2022-03-09,Boston,New York,187.0
F3680789,82,17:25,18:39,1 hours 14 minutes,2022-03-10,Boston,New York,187.0
F3680790,43,17:24,18:37,1 hours 13 minutes,2022-03-11,Boston,New York,187.0
F3687232,53,08:14,10:06,1 hours 52 minutes,2022-03-13,Washington,New York,214.0
F3687233,86,06:50,07:57,1 hours 7 minutes,2022-03-14,Washington,New York,214.0
F3687234,75,06:54,08:15,1 hours 21 minutes,2022-03-15,Washington,New York,214.0
F3687235,57,07:03,08:18,1 hours 15 minutes,2022-03-16,Washington,New York,214.0
F3687236,83,06:54,09:59,3 hours 5 minutes,2022-03-17,Washington,New York,214.0
F3687238,51,06:59,08:12,1 hours 13 minutes,2022-03-19,Washington,New York,214.0
F3687242,79,06:48,08:12,1 hours 24 minutes,2022-03-23,Washington,New York,214.0
F3687243,81,06:52,08:20,1 hours 28 minutes,2022-03-24,Washington,New York,214.0
F3687245,42,06:52,08:05,1 hours 13 minutes,2022-03-26,Washington,New York,214.0
F3687246,102,06:52,07:56,1 hours 4 minutes,2022-03-27,Washington,New York,214.0
F3688503,236,12:00,14:44,2 hours 44 minutes,2022-03-15,Orlando,Washington,759.0
F3688504,309,11:55,14:08,2 hours 13 minutes,2022-03-16,Orlando,Washington,759.0
F3688505,375,11:58,14:16,2 hours 18 minutes,2022-03-17,Orlando,Washington,759.0
F3700071,82,23:15,00:33,1 hours 18 minutes,2022-03-13,New York,Washington,214.0
F3700072,69,23:17,00:15,0 hours 58 minutes,2022-03-14,New York,Washington,214.0
F3700073,78,21:50,22:49,0 hours 59 minutes,2022-03-15,New York,Washington,214.0
F3700074,83,21:56,23:01,1 hours 5 minutes,2022-03-16,New York,Washington,214.0
F3700076,74,21:54,23:07,1 hours 13 minutes,2022-03-18,New York,Washington,214.0
F3700080,56,21:54,23:02,1 hours 8 minutes,2022-03-23,New York,Washington,214.0
F3700082,44,21:58,22:58,1 hours 0 minutes,2022-03-25,New York,Washington,214.0
F3700083,94,23:02,00:11,1 hours 9 minutes,2022-03-27,New York,Washington,214.0
F3705431,105,05:54,06:59,1 hours 5 minutes,2022-03-14,Washington,New York,214.0
F3705432,44,05:49,06:46,0 hours 57 minutes,2022-03-15,Washington,New York,214.0
F3705433,60,05:50,06:52,1 hours 2 minutes,2022-03-16,Washington,New York,214.0
F3705434,91,05:51,07:17,1 hours 26 minutes,2022-03-17,Washington,New York,214.0
F3705435,66,05:55,06:57,1 hours 2 minutes,2022-03-18,Washington,New York,214.0
F3705438,74,05:50,07:14,1 hours 24 minutes,2022-03-23,Washington,New York,214.0
F3705439,84,05:53,06:49,0 hours 56 minutes,2022-03-24,Washington,New York,214.0
F3705440,61,05:53,06:54,1 hours 1 minutes,2022-03-25,Washington,New York,214.0
F3708144,74,16:53,17:57,1 hours 4 minutes,2022-03-13,Washington,New York,214.0
F3708145,56,17:00,18:03,1 hours 3 minutes,2022-03-14,Washington,New York,214.0
F3708146,52,16:52,17:53,1 hours 1 minutes,2022-03-15,Washington,New York,214.0
F3708147,78,16:55,17:56,1 hours 1 minutes,2022-03-16,Washington,New York,214.0
F3708149,57,18:28,19:42,1 hours 14 minutes,2022-03-18,Washington,New York,214.0
F3708153,69,17:10,18:09,0 hours 59 minutes,2022-03-23,Washington,New York,214.0
F3708154,64,18:23,20:15,1 hours 52 minutes,2022-03-24,Washington,New York,214.0
F3708155,83,16:54,18:02,1 hours 8 minutes,2022-03-25,Washington,New York,214.0
F3708156,47,16:54,19:07,2 hours 13 minutes,2022-03-27,Washington,New York,214.0
F3708224,106,19:46,22:07,2 hours 21 minutes,2022-03-13,Washington,New York,214.0
F3708225,48,18:55,20:08,1 hours 13 minutes,2022-03-14,Washington,New York,214.0
F3708226,68,18:56,20:06,1 hours 10 minutes,2022-03-15,Washington,New York,214.0
F3708227,60,18:56,20:16,1 hours 20 minutes,2022-03-16,Washington,New York,214.0
F3708229,89,18:59,20:01,1 hours 2 minutes,2022-03-18,Washington,New York,214.0
F3708233,77,18:52,20:07,1 hours 15 minutes,2022-03-23,Washington,New York,214.0
F3708234,52,20:00,21:22,1 hours 22 minutes,2022-03-24,Washington,New York,214.0
F3708235,69,18:52,20:07,1 hours 15 minutes,2022-03-25,Washington,New York,214.0
F3708236,85,19:00,20:43,1 hours 43 minutes,2022-03-27,Washington,New York,214.0
F3708282,79,06:59,08:20,1 hours 21 minutes,2022-03-13,New York,Washington,214.0
F3708283,59,07:26,08:26,1 hours 0 minutes,2022-03-14,New York,Washington,214.0
F3708284,66,06:55,08:04,1 hours 9 minutes,2022-03-15,New York,Washington,214.0
F3708285,68,06:57,08:08,1 hours 11 minutes,2022-03-16,New York,Washington,214.0
F3708286,71,06:55,08:39,1 hours 44 minutes,2022-03-17,New York,Washington,214.0
F3708287,90,07:53,09:54,2 hours 1 minutes,2022-03-18,New York,Washington,214.0
F3708291,101,06:51,08:08,1 hours 17 minutes,2022-03-23,New York,Washington,214.0
F3708292,62,06:50,08:16,1 hours 26 minutes,2022-03-24,New York,Washington,214.0
F3708293,52,06:56,08:13,1 hours 17 minutes,2022-03-25,New York,Washington,214.0
F3708294,57,06:52,08:11,1 hours 19 minutes,2022-03-27,New York,Washington,214.0
F3708430,90,05:57,07:07,1 hours 10 minutes,2022-03-14,New York,Washington,214.0
F3708431,77,05:54,07:10,1 hours 16 minutes,2022-03-15,New York,Washington,214.0
F3708432,68,05:53,07:08,1 hours 15 minutes,2022-03-16,New York,Washington,214.0
F3708433,56,05:54,07:17,1 hours 23 minutes,2022-03-17,New York,Washington,214.0
F3708434,105,08:41,10:36,1 hours 55 minutes,2022-03-18,New York,Washington,214.0
F3708437,69,06:28,07:39,1 hours 11 minutes,2022-03-23,New York,Washington,214.0
F3708438,65,06:15,07:30,1 hours 15 minutes,2022-03-24,New York,Washington,214.0
F3708485,60,18:00,19:12,1 hours 12 minutes,2022-03-13,New York,Washington,214.0
F3708486,45,18:00,19:27,1 hours 27 minutes,2022-03-14,New York,Washington,214.0
F3708487,76,17:54,19:09,1 hours 15 minutes,2022-03-15,New York,Washington,214.0
F3708488,98,17:56,19:06,1 hours 10 minutes,2022-03-16,New York,Washington,214.0
F3708490,59,18:29,19:31,1 hours 2 minutes,2022-03-18,New York,Washington,214.0
F3708491,101,17:22,18:34,1 hours 12 minutes,2022-03-19,New York,Washington,214.0
F3708495,83,18:32,19:41,1 hours 9 minutes,2022-03-23,New York,Washington,214.0
F3708496,105,17:57,19:21,1 hours 24 minutes,2022-03-24,New York,Washington,214.0
F3708497,72,17:58,19:05,1 hours 7 minutes,2022-03-25,New York,Washington,214.0
F3708498,55,17:24,18:29,1 hours 5 minutes,2022-03-26,New York,Washington,214.0
F3708499,58,17:58,19:18,1 hours 20 minutes,2022-03-27,New York,Washington,214.0
F3708576,85,08:59,10:32,1 hours 33 minutes,2022-03-13,Washington,New York,214.0
F3708577,56,08:54,10:16,1 hours 22 minutes,2022-03-14,Washington,New York,214.0
F3708578,93,08:55,10:04,1 hours 9 minutes,2022-03-15,Washington,New York,214.0
F3708579,84,08:52,10:08,1 hours 16 minutes,2022-03-16,Washington,New York,214.0
F3708581,72,11:30,12:44,1 hours 14 minutes,2022-03-18,Washington,New York,214.0
F3708582,97,08:58,10:09,1 hours 11 minutes,2022-03-19,Washington,New York,214.0
F3708586,45,08:51,09:54,1 hours 3 minutes,2022-03-23,Washington,New York,214.0
F3708587,48,08:56,10:26,1 hours 30 minutes,2022-03-24,Washington,New York,214.0
F3708588,77,08:53,10:14,1 hours 21 minutes,2022-03-25,Washington,New York,214.0
F3708589,94,08:51,10:10,1 hours 19 minutes,2022-03-26,Washington,New York,214.0
F3708590,95,09:49,10:54,1 hours 5 minutes,2022-03-27,Washington,New York,214.0
F3708808,60,16:51,17:54,1 hours 3 minutes,2022-03-13,New York,Washington,214.0
F3708809,106,15:02,16:16,1 hours 14 minutes,2022-03-14,New York,Washington,214.0
F3708810,47,14:53,15:55,1 hours 2 minutes,2022-03-15,New York,Washington,214.0
F3708811,75,15:10,16:30,1 hours 20 minutes,2022-03-16,New York,Washington,214.0
F3708813,97,15:06,16:41,1 hours 35 minutes,2022-03-18,New York,Washington,214.0
F3708817,69,20:37,22:10,1 hours 33 minutes,2022-03-23,New York,Washington,214.0
F3708818,95,15:17,16:48,1 hours 31 minutes,2022-03-24,New York,Washington,214.0
F3708819,82,14:55,15:52,0 hours 57 minutes,2022-03-25,New York,Washington,214.0
F3708820,92,14:54,16:04,1 hours 10 minutes,2022-03-27,New York,Washington,214.0
F3709086,76,08:20,09:26,1 hours 6 minutes,2022-03-13,Washington,New York,214.0
F3709087,92,07:56,08:52,0 hours 56 minutes,2022-03-14,Washington,New York,214.0
F3709088,80,07:50,08:47,0 hours 57 minutes,2022-03-15,Washington,New York,214.0
F3709089,61,07:50,09:10,1 hours 20 minutes,2022-03-16,Washington,New York,214.0
F3709091,47,11:26,12:41,1 hours 15 minutes,2022-03-18,Washington,New York,214.0
F3709095,74,07:55,09:01,1 hours 6 minutes,2022-03-23,Washington,New York,214.0
F3709096,65,07:57,08:57,1 hours 0 minutes,2022-03-24,Washington,New York,214.0
F3709097,75,07:58,09:31,1 hours 33 minutes,2022-03-25,Washington,New York,214.0
F3709098,89,08:17,09:15,0 hours 58 minutes,2022-03-27,Washington,New York,214.0
F3709115,45,10:04,11:11,1 hours 7 minutes,2022-03-13,New York,Washington,214.0
F3709116,56,10:00,11:13,1 hours 13 minutes,2022-03-14,New York,Washington,214.0
F3709117,52,09:53,11:01,1 hours 8 minutes,2022-03-15,New York,Washington,214.0
F3709118,78,09:54,10:59,1 hours 5 minutes,2022-03-16,New York,Washington,214.0
F3709120,62,12:00,13:22,1 hours 22 minutes,2022-03-18,New York,Washington,214.0
F3709121,56,09:56,11:10,1 hours 14 minutes,2022-03-19,New York,Washington,214.0
F3709126,89,09:56,11:44,1 hours 48 minutes,2022-03-24,New York,Washington,214.0
F3709127,97,10:09,11:13,1 hours 4 minutes,2022-03-25,New York,Washington,214.0
F3709128,42,11:10,12:24,1 hours 14 minutes,2022-03-26,New York,Washington,214.0
F3709129,75,09:57,10:57,1 hours 0 minutes,2022-03-27,New York,Washington,214.0
F3710505,69,10:27,11:36,1 hours 9 minutes,2022-03-07,Boston,New York,187.0
F3710506,93,10:22,11:32,1 hours 10 minutes,2022-03-08,Boston,New York,187.0
F3710507,51,10:24,11:30,1 hours 6 minutes,2022-03-09,Boston,New York,187.0
F3710508,57,10:26,11:49,1 hours 23 minutes,2022-03-10,Boston,New York,187.0
F3710509,79,10:22,11:35,1 hours 13 minutes,2022-03-11,Boston,New York,187.0
F3710536,68,08:16,09:28,1 hours 12 minutes,2022-03-07,New York,Boston,187.0
F3710537,46,08:18,09:42,1 hours 24 minutes,2022-03-08,New York,Boston,187.0
F3710538,82,08:19,09:46,1 hours 27 minutes,2022-03-09,New York,Boston,187.0
F3710539,55,08:15,09:34,1 hours 19 minutes,2022-03-10,New York,Boston,187.0
F3710540,78,08:27,09:47,1 hours 20 minutes,2022-03-11,New York,Boston,187.0
F3713717,238,11:25,12:11,1 hours 46 minutes,2022-03-24,Atlanta,Chicago,606.0
F3713718,245,10:12,11:15,2 hours 3 minutes,2022-03-25,Atlanta,Chicago,606.0
F3713719,142,10:10,11:26,2 hours 16 minutes,2022-03-26,Atlanta,Chicago,606.0
F3718149,71,20:05,22:15,2 hours 10 minutes,2022-03-13,New York,Washington,214.0
